Year,Reciever,Grant size (DKK),Description,Translated Description,Project Category
2023, Aarhus Universitet,2 mio. kr.,Arctic copepod lipid markers as a new tool to reconstruct climate-driven ecosystem change,Arctic copepod lipid markers as a new tool to reconstruct climate-driven ecosystem change, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,2 mio. kr.,AXQM: Axion Dark Matter Detection By Quantum Magnetometry,AXQM: Axion Dark Matter Detection By Quantum Magnetometry, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aarhus Universitet,2 mio. kr.,"What the Cell ""Sees"" in Extracellular Vesicle Biology","What the Cell ""Sees"" in Extracellular Vesicle Biology", Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,2 mio. kr.,Eukaryogenesis reenacted - testing evolutionary models in miniscule droplets,Eukaryogenesis reenacted - testing evolutionary models in miniscule droplets, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aalborg Universitet,2 mio. kr.,Time-Traveling Conversations: Designing Robots to Imitate Speaking Styles of Historical Figures,Time-Traveling Conversations: Designing Robots to Imitate Speaking Styles of Historical Figures, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2023, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2023, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2023, Københavns Universitet,2 mio. kr.,Indistinguishable quantum optomechanical devices protected by topology,Indistinguishable quantum optomechanical devices protected by topology, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aarhus Universitet,2 mio. kr.,Fingerprinting displaced molecular substances and environmental health in deep history: archaeo-xenobiotics,Fingerprinting displaced molecular substances and environmental health in deep history: archaeo-xenobiotics, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,2 mio. kr.,Editing by Grafting: Advancing transgene-free genome editing in grain cereal crops via grafting,Editing by Grafting: Advancing transgene-free genome editing in grain cereal crops via grafting, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Professionshøjskolen Absalon,"7,3 mio. kr.",MakerSite - Et mødested for makere,MakerSite - A meeting place for makers," Børn, unge og science Teknologi og praktisk faglighed"
2023, Københavns Universitet,2 mio. kr.,FirstVirus: Finding the first archaeal RNA virus,FirstVirus: Finding the first archaeal RNA virus, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,3 mio. kr.,We need attention for discovery,We need attention for discovery, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, IT-Universitetet i København,2 mio. kr.,Hyper-Personalized Learning Paths Through the Internet: A Sustainable Approach To Accelerating Language Education,Hyper-Personalized Learning Paths Through the Internet: A Sustainable Approach To Accelerating Language Education, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aalborg Universitet,2 mio. kr.,SimCO2CFuel: Simultaneous CO2 Capture and Renewable Fuel Production by 4D Self-Electro-Promoted Catalyst Concept,SimCO2CFuel: Simultaneous CO2 Capture and Renewable Fuel Production by 4D Self-Electro-Promoted Catalyst Concept, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aalborg Universitet,4 mio. kr.,LCAbyg – et fælles grundlag for bæredygtigt byggeri,LCAbyg – a common basis for sustainable construction, Kultur og samfund Andre projekter
2023, Aarhus Universitet,"2,5 mio. kr.",CREEPIES – Climate relevant effects of microbial predation in eroding soils,CREEPIES – Climate relevant effects of microbial predation in eroding soils, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Københavns Universitet,"2,5 mio. kr.",Unravelling the Nature of Astrophysical Transients,Unravelling the Nature of Astrophysical Transients, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, IT-Universitetet i København,"2,5 mio. kr.",Menneskecentreret AI med modellering af personlighed og følelser,Human-centric AI with personality and emotion modelling, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Danmarks Tekniske Universitet,"2,4 mio. kr.",Towards restoring microbial ecosystem functions: Disentangling the DOMinating microbial community in kelp forests,Towards restoring microbial ecosystem functions: Disentangling the DOMinating microbial community in kelp forests, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Aarhus Universitet,"2,4 mio. kr.",Zero-Knowledge Protocols,Zero-Knowledge Protocols, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Aalborg Universitet,2 mio. kr.,RIS-aided radio localization techniques for 6G system,RIS-aided radio localization techniques for 6G system, Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Roskilde Universitet,"2,5 mio. kr.","Effects, Bioaccumulation, and Trophic Transfer of Chemicals of Emerging Concern (BATCH)","Effects, Bioaccumulation, and Trophic Transfer of Chemicals of Emerging Concern (BATCH)", Teknisk og naturvidenskabelig forskning Villum International Postdoc
2023, Københavns Universitet,40 mio. kr.,Molecular and atomic clocks for fundamental science,Molecular and atomic clocks for fundamental science, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Københavns Universitet,30 mio. kr.,Time in astrophysics,Time in astrophysics, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Københavns Universitet,30 mio. kr.,The planetary habitability project,The planetary habitability project, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Aarhus Universitet,40 mio. kr.,Fundamental principles of protein O-GlcNAcylation,Fundamental principles of protein O-GlcNAcylation, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Aarhus Universitet,24 mio. kr.,Estimates for L-functions,Estimates for L-functions, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Danmarks Tekniske Universitet,29 mio. kr.,Architected Materials and Structures with Randomness And Defects (AMSTRAD),Architected Materials and Structures with Randomness And Defects (AMSTRAD), Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Aarhus Universitet,38 mio. kr.,Center for Anytime & Anywhere Analytics,Center for Anytime & Anywhere Analytics, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Københavns Universitet,29 mio. kr.,Basic Algorithms Research Copenhagen (BARC),Basic Algorithms Research Copenhagen (BARC), Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Danmarks Tekniske Universitet,30 mio. kr.,Microstructural engineering of additive manufactured metals,Microstructural engineering of additive manufactured metals, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Københavns Universitet,3 mio. kr.,Quantifying the Prevalence and Diffusion of Generative AI in Science,Quantifying the Prevalence and Diffusion of Generative AI in Science, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Københavns Universitet,3 mio. kr.,Deep Learning Dynamic Graphs for Food Microstructures (Delifood),Deep Learning Dynamic Graphs for Food Microstructures (Delifood), Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Danmarks Tekniske Universitet,3 mio. kr.,CORALS - New strategies for harvesting solar energy using coral-inspired microgeometry,CORALS - New strategies for harvesting solar energy using coral-inspired microgeometry, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Aalborg Universitet,3 mio. kr.,urbanLab: Spatial data center for evidence-based city planning,urbanLab: Spatial data center for evidence-based city planning, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, IT-Universitetet i København,3 mio. kr.,Past social network reconstruction from material culture data,Past social network reconstruction from material culture data, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Aarhus Universitet,3 mio. kr.,Machine Learning to Enhance PFAS Degradation in Flow Reactor,Machine Learning to Enhance PFAS Degradation in Flow Reactor, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Aarhus Universitet,3 mio. kr.,Data-driven Model Discovery for Turbulent Flows (Turbulence Discovery),Data-driven Model Discovery for Turbulent Flows (Turbulence Discovery), Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Aalborg Universitet,3 mio. kr.,Digital Twins for Abundant Feedback: Novel Feedback Paradigms via Explainable Multilingual Natural Language Processing,Digital Twins for Abundant Feedback: Novel Feedback Paradigms via Explainable Multilingual Natural Language Processing, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Danmarks Tekniske Universitet,3 mio. kr.,Matters,Matters, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Danmarks Tekniske Universitet,3 mio. kr.,Maximising well-being with AI under deep climate turmoil - MA'AT,Maximising well-being with AI under deep climate turmoil - MA'AT, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Danmarks Tekniske Universitet,3 mio. kr.,Center for Digital CompliancE (DICE),Center for Digital CompliancE (DICE), Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Aalborg Universitet,3 mio. kr.,Inverse Design of Materials Using Diffusion Probabilistic Models,Inverse Design of Materials Using Diffusion Probabilistic Models, Teknisk og naturvidenskabelig forskning Villum Synergy
2023, Færøernes Nationalgalleri - Listasavn Føroya,"6,5 mio. kr.",Fremtidssikring og udvikling af Færøernes Nationalgalleri,Future-proofing and development of the National Gallery of the Faroe Islands, Kultur og samfund Andre projekter
2023, Danmarks Tekniske Universitet,2 mio. kr.,Automotive 4D lidars for monitoring of rotating wind turbine blades (4DLIDAR),Automotive 4D lidars for monitoring of rotating wind turbine blades (4DLIDAR), Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,2 mio. kr.,Biofilms: Unicellular Assemblies or Multicellular Organisms?,Biofilms: Unicellular Assemblies or Multicellular Organisms?, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,"1,9 mio. kr.",Re-shaping gateways for selective recycling of valuable chemical compounds and for microbial cell factories,Re-shaping gateways for selective recycling of valuable chemical compounds and for microbial cell factories, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aalborg Universitet,2 mio. kr.,Using male killing bacteria to markedly boost the efficiency of commercial insect cultures for processing food waste,Using male killing bacteria to markedly boost the efficiency of commercial insect cultures for processing food waste, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,2 mio. kr.,Synthesis of black phosphorus from biomass,Synthesis of black phosphorus from biomass, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aarhus Universitet,2 mio. kr.,Locally Time Resolved 4D-STEM,Locally Time Resolved 4D-STEM, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Københavns Universitet,2 mio. kr.,Weaponizable satellites: expanding the use of phage hyperparasites as multipurpose delivery platform to modify bacteria,Weaponizable satellites: expanding the use of phage hyperparasites as multipurpose delivery platform to modify bacteria, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,2 mio. kr.,Imaging the driving force in electrochemistry,Imaging the driving force in electrochemistry, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,2 mio. kr.,Optimise Building Heating via Solar-Geothermal Energy Pile System and Digital Twins - SGPile,Optimise Building Heating via Solar-Geothermal Energy Pile System and Digital Twins - SGPile, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Aarhus Universitet,2 mio. kr.,Looking for terahertz emission from laser-excited dielectrics: New light on the carrier dynamics,Looking for terahertz emission from laser-excited dielectrics: New light on the carrier dynamics, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,2 mio. kr.,Visible-Light-Response Multiple Exciton Generation,Visible-Light-Response Multiple Exciton Generation, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,30 mio. kr.,Power-efficient fiber-optic communication,Power-efficient fiber-optic communication, Teknisk og naturvidenskabelig forskning Villum Investigator
2023, Aalborg Universitet,2 mio. kr.,The neglected defender? Rethinking biofilms on plastics,The neglected defender? Rethinking biofilms on plastics, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Danmarks Tekniske Universitet,"1,5 mio. kr.",Geomagnetic variations and fish year-class strength,Geomagnetic variations and fish year-class strength, Teknisk og naturvidenskabelig forskning Villum Experiment
2023, Mobilitetsfonden,1 mio. kr.,Familiepakkebidrag,Family package contribution, Teknisk og naturvidenskabelig forskning Teknisk og naturvidenskabelig forskning
2023, Syddansk Universitet,"2,5 mio. kr.",Soft matter physics approaches to investigate sustainable protein-based amyloid fibrils and their culinary applications,Soft matter physics approaches to investigate sustainable protein-based amyloid fibrils and their culinary applications, Teknisk og naturvidenskabelig forskning Villum International Postdoc
