,Year,Reciever,Grant size (DKK),Description,Location,Receiver Proffession
189,2024,"Karima Bruun Henriksen, Harry Andrew Osborne & Morten Fich Lønnee",DKK 250.000,NNF Natur- og Teknologilærerpris 2024 Øst,"Skt. Josefs Skole, Roskilde",
190,2024,Konrad Krcal,DKK 1.800.000,Early Modern rituals of power and the construction of the colonial Other,Københavns Universitet,
191,2024,Kristina Eggers Larsen,DKK 150.000,NNF Naturtematiske Pædagogpris 2024 - Øst,"Vuggestuen Rugvej, Brønshøj",
192,2024,Kylie Gilchrist,DKK 1.800.000,"After the Open Work: Science, Technics & the Post-Object Avant-Gardes",Københavns Universitet,
193,2024,Lars Henrik Jørgensen,DKK 250.000,NNF Naturfagsunderviser på Læreruddannelsen 2024,"UC SYD, Haderslev Kommune",
194,2024,Lars Henrik Jørgensen,DKK 250.000,NNF Naturfagsundervisere på Læreruddannelsen 2024,"UC SYD, Esbjerg",
195,2024,Maibritt Borgen,DKK 1.141.781,Studium for Image Ecology,Det Kongelige Danske Kunstakademi (Billedkunstskolerne),
196,2024,Malene Vest Hansen,DKK 4.000.000,Curating the artist imagery: Monographic exhibitions under the critical lens of feminism,Københavns Universitet,
197,2024,"University of Copenhagen, Department of Plant and Environmental Sciences",DKK 5.000.000,Start Package Grant for Associate Professor Marek Mutwil,"University of Copenhagen, Department of Plant and Environmental Sciences",
198,2024,Marina Vidas,DKK 199.971,"Animals at the Danish Court: The Power and Frailty of Beasts in Paintings from Danish Collections, c. 1600-1700",Kongernes Samling,
199,2024,Martin Dannevang Jensen,DKK 250.000,NNF Natur- og Teknologilærerpris 2024 - Vest,"Løsning Skole, Hedensted Kommune",
200,2024,Martin Dannevang Jensen,DKK 250.000,NNF Natur- og Teknologilærerpris 2024 Vest,"Løsning Skole, Løsning",
201,2024,Mette Bøgh Jensen,DKK 406.770,Fiskeren som maskulinitetsfigur i slutningen af 1800-tallet. En analyse af det kunstneriske blik på fiskerfiguren i kunstnerkolonien i Skagen,Skagens Kunstmuseer,
202,2024,Mette Harbo Lehmann,DKK 224.945,Kunstnere uden stemmeret. Flere kvindelige kunstnere i Skagens Kunstmuseers samling,Skagens Kunstmuseer,
203,2024,Nanna Stjernholm Jepsen,DKK 2.450.000,Den stille aktivisme i dansk samtidskunst – mod en økomaterialistisk analysemodel,Københavns Universitet,
204,2024,"University of Copenhagen, Department of Food Science",DKK 3.910.510,Start Package Grant for tenure track Assistant Professor Norbert Raak,"University of Copenhagen, Department of Food Science",
205,2024,"University of Copenhagen, Department of Chemistry",DKK 3.992.809,Start Package Grant for tenure track Assistant Professor Olga Garmash,"University of Copenhagen, Department of Chemistry",
206,2024,Peter Larsen,DKK 250.000,NNF Naturvidenskabelige Gymnasielærerpris 2024 - Vest,"Learnmark Gymnasium, Horsens Kommune",
207,2024,Peter Larsen,DKK 250.000,NNF Naturvidenskabelig Gymnasielærerpris 2024 - Vest,"Learnmark Gymnasium HHX & HTX, Horsens",
208,2024,Ragni Linnet,DKK 720.787,F.C. Sibberns Æstetik. Med en introduktion til Sibbern og tidens æstetik,Det Kongelige Bibliotek,
209,2024,Rasmus Holst Jensen,DKK 150.000,NNF Naturtematiske Pædagogpris 2024 - Vest,"Børnehaven Tryllefløjten, Skårup Fyn",
210,2024,Rune Gade,DKK 4.000.000,Metamorfoserende maskuliniteter,Københavns Universitet,
211,2024,Serge Belongie,DKK 1.900.000,Mobility Incentive Grant for 2024,"University of Copenhagen, Pioneer Centre for AI",Professor
212,2024,Sidsel Meineche Hansen,DKK 2.211.942,Post-human sex: an artistic inquiry into automated sex and the new pornographic language of algorithmic visualisation.,Art Hub Copenhagen,
213,2024,Terne Thorsen,DKK 1.800.000,Everyday Iconoclasm: Unauthorised Interactions with Public Statues and Monuments,Københavns Universitet,
214,2024,Thea Møller Jensen,DKK 2.450.000,I den metamorfiske zone – en kunsthistorisk undersøgelse af 1500-tallets naturkultur,Københavns Universitet,
215,2024,"Aarhus University, Department of Agroecology",DKK 3.815.175,Start Package Grant for tenure track Assistant Professor Virginia Anne Nichols,"Aarhus University, Department of Agroecology",
216,2023,Signe Mathiasen,DKK 9.997.040,Uncovering the spatiotemporal organization of the adhesion GPCR ADGRL3 and its trans synaptic signaling partners at the single molecule level,"Department of Biomedical Sciences, University of Copenhagen",Assistant Professor
217,2023,Aarhus University,DKK 18.799.270,NNF & BMGF Acetate consortium (AU),Aarhus University,
218,2023,Jeanette Finderup,DKK 7.496.806,The COMFORT Nursing Programm -CO-design and test the effectiveness of a tailored complex symptom Management intervention FOR adulTs with advanced kidney disease and their informal caregivers along with health professionals who deliver care and support to both patients and informal caregivers.,Aarhus University Hospital,Associate Professor
219,2023,Henrik Toft Sørsensen,DKK 1.500.000,"Henrik Toft Sørensen modtager prisen for sin mangeårige og banebrydende forskning inden for klinisk epidemiologi, hvor han i helt særlig grad har vist, hvordan de danske registre, kliniske databanker og biobanker kan anvendes til at undersøge kroniske sygdommes forløb i et livslangt perspektiv; samt opbygning et enestående forskningsmiljø og uddannelse af en stor gruppe forskere inden for klinisk epidemiologi.",Aarhus Universitet og Aarhus Universitetshospital,"Professor, overlæge"
220,2023,European Association for the Study of Obesity,DKK 360.000,Donation to EASO,European Association for the Study of Obesity,
221,2023,Red Cross,DKK 2.500.000,Humanitarian Earthquake Response in Syria (RK),Red Cross,
222,2023,DRC Danish Refugee Council,DKK 2.500.000,Humanitarian Earthquake Response in Syria (DRC),DRC Danish Refugee Council,
223,2023,UN Refugee Agency UNHCR,DKK 4.500.000,Emergency Health Services in the Dadaab Refugee Complex in Kenya,UN Refugee Agency UNHCR,
224,2023,World Health Organization (Regional Office for Europe),DKK 6.000.000,Emergency Earthquake Response in North-west Syria (WHO),World Health Organization (Regional Office for Europe),
225,2023,Folkekirkens Nødhjælp (DanChurchAid),DKK 2.000.000,Emergency Earthquake Response in North-west Syria (DCA),Folkekirkens Nødhjælp (DanChurchAid),
226,2023,UN World Food ProgrammeWorld Food Programme,DKK 5.000.000,Emergency Earthquake Response in North-west Syria (WFP),UN World Food ProgrammeWorld Food Programme,
227,2023,University of Copenhagen,DKK 1.700.000,EASO-Novo Nordisk Foundation Obesity Prize for Excellence,University of Copenhagen,
228,2023,Spanish National Center for Cardiovascular Research Carlos III (CNIC),DKK 300.000,EASO-Novo Nordisk Foundation New Investigator Award: Basic Science,Spanish National Center for Cardiovascular Research Carlos III (CNIC),
229,2023,Helsinki University Hospital,DKK 300.000,EASO-Novo Nordisk Foundation New Investigator Award: Clinical Research,Helsinki University Hospital,
230,2023,Newcastle University,DKK 300.000,EASO-Novo Nordisk Foundation New Investigator Award: Public Health,Newcastle University,
231,2023,University of Grenada,DKK 300.000,EASO-Novo Nordisk Foundation New Investigator Award: Childhood Obesity,University of Grenada,
232,2023,Røde Kors,DKK 2.277.900,Additional grant to Danish Red Cross through the Danish National Collection (Danmarks Indsamlingen),Røde Kors,
233,2023,Boston Children's Hospital,DKK 867.300,Professor David Ludwig one-year sabbatical at the University of Copenhagen,Boston Children's Hospital,
234,2023,Novo Nordisk Haemophilia Foundation,DKK 4.999.920,Expanding access to blood disorders care in Eastern Africa,Novo Nordisk Haemophilia Foundation,
235,2023,Advokat Philip Maury,DKK 200.000,Grant to support the crisis in Ukraine via the fundraising event “Ukrainsk Aften”,Advokat Philip Maury,
236,2023,World Health Organization (Regional Office for Europe),DKK 2.000.000,Sustaining haemodialysis services to save lives during the armed conflict in Sudan,World Health Organization (Regional Office for Europe),
237,2023,Folkekirkens Nødhjælp (DanChurchAid),DKK 1.500.000,Flood response in Libya,Folkekirkens Nødhjælp (DanChurchAid),
238,2023,Ian Mills,DKK 49.959.631,Unpicking the metabolic contribution to cancer,"Department of Biomedicine, Aarhus University",Professor
239,2023,Massimo De Vittorio,DKK 49.999.243,SUstainable PiezoElectric tRansducers for Health (SUPER),"DTU Health Technology, Technical University of Denmark",Professor
240,2023,Robert Koch Foundation,EUR 30.000,Grant to the Robert Koch Foundation to support the fight against infectious diseases and other epidemics,Robert Koch Foundation,
241,2023,University of Copenhagen,DKK 1.000.000.000,Extension of The Novo Nordisk Foundation Center for Basic Metabolic Research (CBMR),University of Copenhagen,
242,2023,Nobel Prize Outreach AB,DKK 9.370.944,Documentary films inspired by the Nobel Prize in Physiology or Medicine,Nobel Prize Outreach AB,
243,2023,Københavns Universitet,DKK 4.956.305,Improving the recruiting to Chemistry education,Københavns Universitet,
244,2023,Rhodes University,EUR 412.852,Understanding the adaptive evolution of pathogens to predict and so prevent or reduce drug resistance: A proof of concept study for dynamic residue network analysis with applications to SARS-CoV-2 Mpro,Rhodes University,
245,2023,Fonden Naturvidenskabernes Hus,DKK 12.500.000,Naturfagsmaraton,Fonden Naturvidenskabernes Hus,
246,2023,Selskab for Naturlærens Udbredelse,DKK 993.075,Fra Forsker til Folk,Selskab for Naturlærens Udbredelse,
247,2023,Danmarks Evalueringsinstitut,DKK 13.180.708,Enhanced well-being and reduced dropout rates at universities: Identifying factors in study environment and teaching practices ....,Danmarks Evalueringsinstitut,
248,2023,FN's Flygtningeorganisation UNHCR,DKK 48.800.000,Alliance for Future Refugee Response UNHCR,FN's Flygtningeorganisation UNHCR,
249,2023,Udenrigsministeriet,DKK 1.200.000,Alliance for Future Refugee Response (Danish Embassy in Kenya/Ministry of Foreign Affairs of Denmark),Udenrigsministeriet,
250,2023,Røde Kors,DKK 40.000.000,Danish National Collection (Danmarks Indsamlingen) 2024-2027,Røde Kors,
251,2023,Rigshospitalet,DKK 206.872,Cohort Study - Prevalence and morphology of subclinical atherosclerosis in persons aged 40-55 from the Copenhagen Population Study,Rigshospitalet,
252,2023,Queen's University,DKK 521.668,Retrospective Analysis of Plaque Composition in Carotid Ultrasound Scans from ICEBERG 2 Study,Queen's University,
253,2023,Odense Universitetshospital,DKK 596.000,"Systematic Review – Efficacy of US, CT and CACS for Detection of Ath-erosclerosis in Patients with Familiar Hypercholesteremia",Odense Universitetshospital,
254,2023,Spanish National Center for Cardiovascular Research Carlos III (CNIC),DKK 670.500,Case-Control Study – Identifying New Prognostic Biomarkers Predic-tive of Exacerbated Subclinical Atherosclerosis,Spanish National Center for Cardiovascular Research Carlos III (CNIC),
255,2023,Umeå University,DKK 212.325,Systematic Review – Factors That Impact Adherence to Healthy Life-style in Young Adults,Umeå University,
256,2023,Turku University Hospital,DKK 220.148,Cohort - Determining the Prevalence and Location of Carotid Plaque in Young Adults from Young Finns Study and Bogalusa Heart Study,Turku University Hospital,
257,2023,Aarhus University,DKK 25.000.000,System-based Precision Agriculture for Sustainable Crop Production,Aarhus University,
258,2023,University of Cambridge,DKK 4.972.658,Cambridge Diabetes Seminars 2024-2030,University of Cambridge,
259,2023,Professionshøjskolen Absalon,DKK 4.696.532,Capacity development to strengthen and innovate nursing education in rural areas in India and East Africa,Professionshøjskolen Absalon,
260,2023,Rigshospitalet,DKK 156.396,Systematic review – Validity of Imaging Surrogate Markers of Atherosclerosis Progression,Rigshospitalet,
261,2023,Queen's University,DKK 521.668,Retrospective Analysis of Plaque Composition in Carotid Ultrasound Scans from ICEBERG 2 Study,Queen's University,
262,2023,International Crops Research Institute for the Semi-Arid Tropics,USD 700.232,Developing High Sorgoleone Sorghums for Climate Resilience and Sustainable Agricultural Ecosystems,International Crops Research Institute for the Semi-Arid Tropics,
263,2023,Naturvejledning Danmark,DKK 4.395.506,Micro Science Festival 2023 - 2026,Naturvejledning Danmark,
264,2023,Western Sydney University,DKK 4.552.143,Mechanistic insights into identifying the role of exogenous microRNAs in the gut,Western Sydney University,
265,2023,Sofie Bliddal,DKK 9.993.900,"Dynamics of thyroid function in female reproduction; genetics, endocrine cross-talk and pregnancy outcomes",Hvidovre Hospital,
266,2023,Danmarks Evalueringsinstitut,DKK 4.535.364,Mapping of professional development for upper secondary school teachers,Danmarks Evalueringsinstitut,
267,2023,Aarhus Universitet,DKK 20.000.000,Videnscenter for digital teknologiforståelse,Aarhus Universitet,
268,2023,EAT Foundation,EUR 440.000,EAT Lancet-2.0,EAT Foundation,
269,2023,Spiez Laboratory,DKK 9.619.667,Reconstituted human respiratory epithelia as a standardized platform for investigating early Henipavirus pathogenesis and antiviral drug testing,Spiez Laboratory,
270,2023,Elisa De Franco,DKK 5.000.000,Applying human genetics to identifying mechanisms essential for beta cell survival,University of Exeter,Dr.
271,2023,Assistant Professor Roel Bijkerk,DKK 5.000.000,Cells of renin lineage as drivers of kidney repair in diabetic kidney disease,Leiden University Medical Center,
272,2023,Dr. Charlotte Boughton,DKK 5.000.000,Targeting beta cell function to achieve remission of type 2 diabetes,University of Cambridge,
273,2023,"Head of Research Division, Maria Rohm",DKK 5.000.000,Investigating the role of TBL/R1 in beta cell transcription and metabolism-transcription coupling,Helmholtz Diabetes Center,
274,2023,DRC Dansk Flygtningehjælp,DKK 1.500.000,Humanitarian Earthquake Response in Afghanistan,DRC Dansk Flygtningehjælp,
275,2023,Dansk ErhvervAlliance for Bio Solutions,DKK 98.500,Biosolutions High Level Summit,Dansk ErhvervAlliance for Bio Solutions,
276,2023,Fonden Golden Days,DKK 4.500.000,Bloom and Bloom school,Fonden Golden Days,
277,2023,London School of Hygiene and Tropical Medicine,DKK 4.389.451,Improving population and planetary health through climate-friendly school meals policies,London School of Hygiene and Tropical Medicine,
278,2023,World Food Programme,DKK 7.500.000,"WFP - Emergency response in Gaza, the West Bank and Lebanon",World Food Programme,
279,2023,World Health Organization (Geneva),DKK 7.500.000,"WHO - Emergency response in Gaza, the West Bank and Lebanon",World Health Organization (Geneva),
