,Year,Reciever and Title,Grant size (DKK),Description,Project Category
82,2023,NTGL Lab - Udvikling 2022-2024(3/3),1.660.000 kr.,"Bevillingen er en del af en 3-årige rammebevilling, der støtter en ambitiøs videreudvikling af Natur til et godt liv - Laboratoriet og Natur til et godt liv - Svanninge Bjerge, som en inkubator for naturintegreret socialt arbejde.",Unge på kanten
83,2023,Teater Jævn - Folkets Lykke-Per,500.000 kr.,"Med afsæt i udviklingsprojektet Folkets Lykke-Per vil Teater Jævn skabe et nyt metodisk, strategisk og organisatorisk grundlag for sin praksis som egnsteater og dermed bidrage til udvikling af landdistrikterne.",Aktuel kunst
84,2023,Residencycenter Udvikling 2024-2025,4.100.000 kr.,"Bikubenfonden støtter HAUT med en 1,5-årig bevilling til fortsat opkvalificering af organisationen og konsolidering af eksisterende residencyformater mhp. fra 2025 at kunne realisere et internationalt residencycenter for scenekunst på Thoravej 29.",Aktuel kunst
85,2023,Art Hub Copenhagen - Kunstsalon Vision,400.000 kr.,Kunstsalon Vision og Artistic Practice er initieret af Bikubenfonden og var drevet af os fra 2019 til og med foråret 2022. Siden har Art Hub Copenhagen administreret programmerne på billedkunstområdet.,Aktuel kunst
86,2023,Udviklingsaktiviteter - Betty Nansen Teateret,140.000 kr.,Udviklingsaktiviteter i forlængelse af mini task force forløb for Betty Nansen Teateret.,Aktuel kunst
87,2023,En Vej til alle - forlængelse 1. rate Mobilize,150.000 kr.,,Unge på kanten
88,2023,Udviklingsplatformen for Scenekunst. Sikring af indsats 2024.,500.000 kr.,,Aktuel kunst
89,2023,Limfjordsteatret - Charlotte Olling Rebsdorf,297.600 kr.,Limfjordsteatret videreudvikler på erfaringerne fra sit Værksted for Scenekunst for at styrke sin kunstneriske metode og praksis.,Aktuel kunst
90,2023,Sjællands Teater - Charlotte Schwartzlose,500.000 kr.,"Sjællands Teater vil i samarbejde med Seismonaut, Teatercentrum og Bikubenfonden udvikle en metode til at undersøge og dokumentere betydningen af børns og unges møde med scenekunst i Holbæk Kommune.",Aktuel kunst
91,2023,NuQi Dance - Ruth Montgomery-Andersen,312.490 kr.,"NuQi Dance modtager strategisk udviklingsstøtte, der skal styrke platformen til som organisation at kunne understøtte professionaliseringen af dans i Nuuk.",Aktuel kunst
92,2023,PRFRM – Produktion og formidling af scenekunst - Mikkel Søndergaard Kryger,493.500 kr.,"PRFRM – Produktion og formidling af scenekunst er gået sammen med Danmarks Teaterforeninger om et nyt initiativ, der skal styrke udvalgte teaterforeninger i at præsentere og kommunikere smal scenekunst. Initiativet er til gavn for både de turnerende kompagnier, teaterforeningerne og deres publikum.",Aktuel kunst
93,2023,Partnerskabsproces for HAUT,199.750 kr.,,Aktuel kunst
94,2023,SKITSE boost af forretningsudvikling 2023,450.000 kr.,,Aktuel kunst
95,2023,En Vej til alle - forlængelse 1. rate Modstrøm,200.000 kr.,,Unge på kanten
96,2023,En Vej til alle - forlængelse 1. rate ASI,200.000 kr.,,Unge på kanten
97,2023,Giv et øjeblik - forlængelsesperiode 2024,1.181.000 kr.,"Bevillingen er givet til en forlængelse af modnings- og implementeringsprocessen for indsatsen ""Giv et øjeblik” så den samlet set får den samme treårige afprøvningsperiode som de to andre indsatser, der blev igangsat under ""Min vej Hjem"" innovationsprocessen på anbringelsesområdet i 2021. Der er behov for et tredje år for at få så meget volumen i afprøvningerne, at potentialet i at indoptage indsatsen i den daglige drift kan vurderes. ",Unge på kanten
98,2023,Juridisk bistand vedr. MYOB,19.500 kr.,Juridisk bistand til MYOB,Unge på kanten
99,2023,En Vej til alle - forlængelse 1. rate SUS,300.000 kr.,,Unge på kanten
100,2023,Skagens Kunstmuseer - Lisette Vind Ebbesen,500.000 kr.,Skagens Kunstmuseer har fået støtte til en udviklingsindsats målrettet udvikling af ung-til-ung-metoder i kunstformidling.  ,Aktuel kunst
101,2023,Betty Nansen - Collective Becomings,12.000.000 kr.,,Aktuel kunst
102,2023,Udviklingsaktiviteter - Bora Bora,375.000 kr.,"I forlængelse af et Task Force forløb med Bikubenfonden og Nordisk Kulturfond modtager Bora Bora støtte til videre udviklingsaktiviteter inden for indsatsområderne kuratering, publikumsstrategi, forretningsudvikling, organisationsudvikling og et program for talent, fællesskaber og sundhed. Indsatserne sigter mod at nyskabe mulighederne for udvikling af dans og koreografi og mødet med publikum i Danmark",Aktuel kunst
103,2023,Art 2030 FN Charter,240.000 kr.,ART 2030 har modtaget støtte til udvikling af foreningens arbejde med bæredygtighed med en international ambition.,Aktuel kunst
104,2023,Analyse af outcomefonde,500.000 kr.,Den sociale investeringsfond (DSI) får med bevillingen mulighed for at igangsætte en analyse af potentialet for etablering af outcomefonde i Danmark. En Analyse som skal ses som en del af DSI's generelle arbejde med at modne markedet for sociale investeringer.,Unge på kanten
105,2023,Aveny-T - Marianne Klint,300.000 kr.,"Aveny T har modtaget støtte til at udvikle og afprøve en model for, hvordan potentielle, relevante samarbejdspartnere kan involveres i kunstneriske udviklingsprocesser med henblik på at styrke den kunstneriske kvalitet og skærpe mulighederne for co-produktionssamarbejder.",Aktuel kunst
106,2023,Til Vægs - Søren-Emil Schütt,497.140 kr.,"Udstillingsplatformen Til Vægs - platform for kunst i det offentlige rum, arkitektur og sociale byrumsløsninger - har modtaget støtte til udvikling og skalering af sin kuratoriske praksis og metode, der folder sig ud i særlige bymiljøer og bebyggelser.",Aktuel kunst
107,2023,Impact TV dokumentar overgang fra anbringelse til eget hjem,482.720 kr.,"Impact TV modtager støtte til færdiggørelse af en dokumentarfilm om anbragte unge, samt pressemæssig og politisk opfølgning på indsigter og perspektiver fra filmen.",Unge på kanten
108,2023,Udsmykningen af byggehegn Thoravej 29,50.000 kr.,,Aktuel kunst
109,2023,Modstrøm på Folkemødet 2023,20.000 kr.,Unge meningsdannere fra Modstrøm får en stemme på Folkemødet 2023. Bevillingen muliggør at fem unge meningsdannere + medarbejdere fra Modstrøm kan deltage på Folkemødet. De unge meningsdannere vil deltage i en række folkemødedebatter – herunder En Vej til Alles folkemødedebat på Folkemødets Fællesscene.,Unge på kanten
110,2023,Kommunikationsindsats til at understøtte lokal omstilling til Housing First,250.000 kr.,"Hjemløshed blandt unge er nu endelig på rette kurs i Danmark, men der venter et stort arbejde med at sikre lokal omstilling til Housing First. Hjem til Alle vil vi puste til motivation og handling, særligt hos de kommuner, der endnu ikke er i gang med Housing First, men som viser vilje eller har potentiale til at omstille inden for en overskuelig fremtid. Dette gøres bl.a. gennem en kommunikationsindsats, hvori de viser vej til at komme i gang med Housing First. Derunder med inddragelse af case-kommuner og deres gode erfaringer. Der vil i materialets fortælling blive lagt særligt vægt på, at der nu er en historisk mulighed for lokalt at tage et egentligt opgør med hjemløshed.",Unge på kanten
111,2023,Heirloom - Center for Art and Archives - Stine Hebert,298.600 kr.,"Heirloom - Center for Art and Archives har modtaget støtte til et kapacitetsforløb, der skal sikre en fremadrettet strategisk, bæredygtig udvikling for centret i et internationalt perspektiv.",Aktuel kunst
112,2023,Socialøkonomi i Grønland 2. fase,2.000.000 kr.,"Fortsættelse af samarbejde om indsatsen Siu-Tsiu, en socialøkonomisk indsats i Grønland.",Unge på kanten
113,2023,Udviklingsprojektet om betalbare boliger til unge i hjemløshed,650.000 kr.,"Bevilling til Hjem til Alle alliancens arbejde med at bane vejen for, at private boligaktører kan løfte et større socialt ansvar med betalbare boliger og derved bidrage til at stoppe hjemløshed blandt unge.",Unge på kanten
114,2023,Diakron - Aslak Aamot Helm,300.000 kr.,"Siden 2016 har Primer arbejdet med at forny relationer mellem kunst, teknologiudvikling, iværksætteri og forskning. Primer har haft base i vandteknologivirksomheden Aquaporin og har derfra gennemført kunstneriske udviklingsprocesser med en lang række danske og internationale samarbejdspartnere, herunder særligt billedkunstnere og kuratorer. Bikubenfonden støtter Primer i transformation fra en stedsspecifik organisation mod en ny type af kunstnerdrevet organisation. I udviklingsperioden tilknyttes Primer til Communitiet Thoravej 29.",Aktuel kunst
115,2023,Naive Studio - Kristoffer Tjalve,80.000 kr.,"Kristoffer Tjalve og Naive Studio modtager ressourcer til at teste en prototypen på en årlig konference der kan være et samlingspunkt for kunstnere og alle, der anerkender og udforsker internettet som et kreativt medium. Prototypen skal teste form, antagelser, ideer og relevans, og undersøge hvordan konferencen fremadrettet forankres i bærende partnerskaber.",Aktuel kunst
116,2023,Art Hub Copenhagen Folkemøde 2023,200.000 kr.,Dette er en deludmøntning af CAS-08991-G3H8G9,Aktuel kunst
117,2023,Impact Insider - drift til sekretariatet,60.000 kr.,"Dette er en adminstrativ bevilling, der støtter uforudsete udgifter ifm. driften af Impact Insiders drift af sekretariatet.",Unge på kanten
118,2023,Summerworks 2023,90.000 kr.,"Hvert år i juli får fire billedkunstnere, udpeget af en ekstern jury, mulighed for at deltage i programmet, der har fokus på grafisk arbejde og print. Opholdet varer en måned og indeholder blandt andet indlogering i Bikubenfoundation’s Academic Guest House på Upper West Side, Manhattan og atelierplads i The Elizabeth Foundation for the Arts’ printværksted i Midtown, New York City.",Aktuel kunst
119,2023,MADE by the Opera House – slutbevilling 2023,62.182 kr.,,Aktuel kunst
120,2023,Community på Enigheden i 2023,5.300.000 kr.,,Andre formål
121,2023,Pro Tempore.Art - forlængelse af visningsperiode i Enigheden til 2023-24,100.000 kr.,,Aktuel kunst
122,2023,Nationalt turnénetværk,296.000 kr.,Udvikling og test af nationalt co-produktionsnetværk for dans og koreografi. Fire centrale aktører er gået sammen for at etablere et nationalt co-produktionsnetværk for dans og koreografi. Hensigten med netværket er at sikre tidlig og substantiel opbakning til samt bæredygtig turné for to produktioner om året. Testen fokuserer på at udvikle en model for fælles kuratering og koordineret co-produktion.,Aktuel kunst
123,2023,Udviklingsforløb for Institute of Interconnected Realities,300.000 kr.,"Institute of Interconnected Realities er et kunstnerisk projekt, der beskæftiger sig med konceptet decentraliseret koreografi. Instituttet har modtaget støtte til et strategisk udviklingsforløb med fokus på at udvikle vision, bæredygtig organisation og internationale netværk.",Aktuel kunst
124,2023,NTGL Lab Svanninge Bjerge 2022-2024(3/3),3.340.000 kr.,"Bevillingen er en del af en 3-årige rammebevilling, der støtter en ambitiøs videreudvikling af NTGL Lab og NTGL Svanninge Bjerge, som en inkubator for naturintegreret socialt arbejde",Unge på kanten
125,2023,Sydhavn Teater - Tina Tarpgaard,300.000 kr.,"Sydhavn Teater har modtaget støtte til udvikling af teatrets organisation, strategi, profil og forretningsmodel.",Aktuel kunst
126,2023,MVP-forløb: Mentorbarn/Rødovre Kommune,4.000.000 kr.,"Dette er en deludmøntning af samlet bevilling på 13,250 mio. kr. godkendt på bestyrelsesmødet 19. januar 2023 (innovationsproces 2.0.; sagsnr.: CAS-09025-f2n9j1). Den støtter Mentorbarn og Rødovre Kommunes innovationsprojekt med fokus på at gøre perifære relationer større ressourcer for de tidligere anbragte i overgangen til voksenlivet.",Unge på kanten
127,2023,Evaluering af Dialog:Koncept:Udvikling,500.000 kr.,Efter BIkubenfonden har afprøvet formatet Dialog:Koncept:Udvikling skal det evalueres for at afklare om formatet skaber den værdi vi har håbet på – både for ansøgere og for Bikubenfonden.,Aktuel kunst
128,2023,Mini task force test,300.000 kr.,Mini task force forløb,Aktuel kunst
129,2023,Løn til ejendomsinspektør Bikubenfondens Kollegie vedr. kollegiemodellen 2022,300.000 kr.,"Bikubenfonden har en del indsatser, hvor en væsentlig del af fremdriften og udviklingsarbejdet udføres af fondens medarbejdere.",Unge på kanten
130,2023,Toaster v/Husets Teater - Miriam Frandsen,297.840 kr.,"TOASTER er en eksperimenterende platform for krydsfeltet mellem teater, performance og billedkunst. De modtager støtte til et udviklingsforløb finansieret med hensigten om at skærpe og forny Toasters strategiske mål efter organisationens første 1,5 års virke. Indsatsen indbefatter organisationsudvikling, undersøgelse af procesdesigns for kunstnerisk udvikling og researchrejser.",Aktuel kunst
131,2023,Udviklingsaktiviteter - ARIEL,150.000 kr.,ARIEL modtager støtte til udviklingsaktiviteter i forlængelse af et Task Force forløb. Aktiviteterne har til formål at styrke organisationens kunstneriske og organisatoriske udvikling.,Aktuel kunst
132,2023,Stemmer fra Blokken – Gearing af Københavns Kommune,1.500.000 kr.,"Bikubenfonden bevilgede i 2019 midler til etablering af indsatsen ""Stemmer fra Blokken"" i hhv. Roskilde og Brøndby. Indsatsen handler om at udvikle og fastforankre ungedrevne kulturlaboratorier i udsatte boligområder. Denne bevilling muliggør etablering af indsatsen i kapellet på Assistens Kirkegård i København. Bevillingen matcher den driftsstøtte, som Københavns Kommune giver indsatsen.",Unge på kanten
133,2023,Innovationsproces 2.0 - igangsættelse af MVP-forløb,13.250.000 kr.,"Bevillingen vil blive splittet op i fire underbevillinger: Tre bevillinger til hhv. Egedal Kommune/ Ungdommens Røde Kors, Haderslev Kommune/ PLAY og Rødovre Kommune/ Mentorbarn. Hvert team får 4 mio. kr. til at eksperimentere med nye måder at støtte anbragte unge i overgangen til eget hjem. Resten af midlerne går til tværgående konsulentstøtte til de tre teams arbejde.",Unge på kanten
134,2023,Dansk Komponistforening - Sine Tofte Hannibal,274.000 kr.,Dansk Komponistforening har sammen med UKK modtaget støtte til udvikling af deres ambitioner for bæredygtighed i kunstbranchen.,Aktuel kunst
135,2023,Sir Grand Lear - Karen Hermansen,270.000 kr.,Det scenekunstneriske kompagni Sir Grand Lear har modtaget støtte til udvikling af ny formidlingsstrategi baseret på en gennemarbejdet samskabelsesmetode.,Aktuel kunst
