,Year,Reciever,Grant size (DKK),Description,Receiver Name,Receiver Proffession,Project Category
170,2023,IT University of Copenhagen,150.000 DKK,Automatic Analysis of Mental Disorders,Stella Grasshof,ASSISTANT PROFESSOR,LFIN - Investigator Network
171,2023,University of Copenhagen,150.000 DKK,Temporal dynamics of neural circuit degeneration in ALS,Ilary Allodi,GROUP LEADER,LFIN - Investigator Network
172,2023,Aarhus University,150.000 DKK,Enabling Mental Health Research through Deep Phenotyping,Per Qvist,ASSOCIATE PROFESSOR,LFIN - Investigator Network
173,2023,Aarhus University,150.000 DKK,DynaGraph: Unraveling the dynamic functional connectivity of the human brain,Naveed ur Rehman,ASSISTANT PROFESSOR,LFIN - Investigator Network
174,2023,University of Copenhagen,144.444 DKK,Investigating sleep deficits in a mouse model of neuropsychiatric disorder,Navneet Vasistha,ASSISTANT PROFESSOR,LFIN - Investigator Network
175,2023,Rigshospitalet,5.000.000 DKK,Radioligand therapy aims to help patients with incurable prostate cancer,Francesco Sergi-Lindell,NA,Frontier Grant
176,2023,University of Southern Denmark,4.978.450 DKK,Antibody for liver fibrosis,Grith Lykke Sørensen,PROFESSOR,Frontier Grant
177,2023,Epoqe Pharma,4.920.000 DKK,Epoqe Pharma – Heart rescue therapy,Anette Sams Nielsen,CEO,Frontier Grant
178,2023,Aarhus University,4.300.000 DKK,Huntington’s disease,Ulf Andersson Vang Ørom,ASSOCIATE PROFESSOR,Frontier Grant
179,2022,University of Copenhagen,,DARE: Psykedeliske stoffer kan bremse psykiske lidelser – potentialet er større,Anna Skovgaard Lerche,NA,
180,2022,Aarhus University,,DARE: Hyppig øjensygdom på kornet: Skyder efter blinde-protein,Ditte Kamille Rasmussen,NA,
181,2022,Aarhus University,,DARE: Vil forstærke naturens forsvarsmekanismer i kampen mod tuberkulose,Ingrid Wiggers,NA,
182,2022,Aarhus University,,"DARE: Skydeskive mod sjælden, autoimmun sygdom i kikkerten",Camilla Wibrand,NA,
183,2022,University of Southern Denmark,,DARE: På jagt efter hjerne-beskyttende behandling ved slagtilfælde,Christine Marie Haarslev Nielsen,NA,
184,2022,University of Copenhagen,1.991.325 DKK,A novel hypothesis for narcolepsy type 1 pathogenesis.,Birgitte Rahbek Kornum,ASSOCIATE PROFESSOR,Experiment
185,2022,Aarhus University,1.999.998 DKK,Are hardwired circuits the brain’s scaffold for learning ?,Noëmie Mermet-Joret,ASSISTANT PROFESSOR,Experiment
186,2022,The Technical University of Denmark,2.000.000 DKK,FAST (Fast Assessment of psychiatric Symptoms to Transform) Mental Health Care,Line Katrine Harder Clemmensen,ASSOCIATE PROFESSOR,Experiment
187,2022,Amager and Hvidovre Hospital,1.999.200 DKK,Spectroscopic deuterium imaging to quantify aerobic and anaerobic metabolism in the human brain,Petr Bednarik,SENIOR RESEARCHER,Experiment
188,2022,University of Copenhagen,1.999.632 DKK,Model of the first relay station in the gut-brain communication,Jens Christian Rekling,ASSOCIATE PROFESSOR,Experiment
189,2022,University of Copenhagen,1.999.031 DKK,What are neural enhancers made of? A novel approach to characterise enhancer-specific proteomes,Rita Monteiro,ASSISTANT PROFESSOR,Experiment
190,2022,Aarhus University,2.000.000 DKK,Enabling Treatment for All Stages of Age-related Macular Degeneration by Anchoring Drugs in the Eye,Andreas Lodberg,POSTDOC,Experiment
191,2022,The Technical University of Denmark,1.997.314 DKK,Condensate-targeted DNA-origami-based drug delivery,Alexander Buell,PROFESSOR,Experiment
192,2022,Bispebjerg and Frederiksberg Hospital,1.798.356 DKK,From damage repair to autoimmunity: flipping the coin of immune surveillance in neurodegeneration,Susana Aznar,HEAD OF RESEARCH UNIT,Experiment
193,2022,North Denmark Regional Hospital,1.984.000 DKK,Gut microbiota-derived extracellular vesicles in psychiatric disorders,Suzette Sørensen,SENIOR RESEARCHER,Experiment
194,2022,University of Copenhagen,1.943.144 DKK,Massively Parallel Detection of Neuronal Activity,Tune Pers,ASSOCIATE PROFESSOR,Experiment
195,2022,University of Copenhagen,1.924.187 DKK,White matter abnormality identification and characterization in the wild,Mostafa Mehdipour Ghazi,ASSISTANT PROFESSOR,Experiment
196,2022,Aarhus University Hospital,2.000.000 DKK,Prevention of epilepsy,Jakob Christensen,ASSOCIATE PROFESSOR,Experiment
197,2022,University of Copenhagen,2.000.000 DKK,Novel modalities for modulation of glycinergic signaling in the brain,Francesco Bavo,POSTDOC,Experiment
198,2022,University of Copenhagen,1.997.480 DKK,Tuft cells – overlooked players in the gut-brain axis?,Andrew Williams,ASSOCIATE PROFESSOR,Experiment
199,2022,Bispebjerg and Frederiksberg Hospital,1.999.732 DKK,Mapping changes of coupled pre- and postsynaptic synapses in neurodegenerative diseases,Michel Rasmussen,POSTDOC,Experiment
200,2022,University of Copenhagen,1.999.632 DKK,Model of the first relay station in the gut-brain communication,Jens Christian Rekling,ASSOCIATE PROFESSOR,Experiment
201,2022,University of Copenhagen,1.999.031 DKK,What are neural enhancers made of? A novel approach to characterise enhancer-specific proteomes,Rita Monteiro,ASSISTANT PROFESSOR,Experiment
202,2022,Aarhus University,2.000.000 DKK,Enabling Treatment for All Stages of Age-related Macular Degeneration by Anchoring Drugs in the Eye,Andreas Lodberg,POSTDOC,Experiment
203,2022,The Technical University of Denmark,1.997.314 DKK,Condensate-targeted DNA-origami-based drug delivery,Alexander Buell,PROFESSOR,Experiment
204,2022,Bispebjerg and Frederiksberg Hospital,1.798.356 DKK,From damage repair to autoimmunity: flipping the coin of immune surveillance in neurodegeneration,Susana Aznar,HEAD OF RESEARCH UNIT,Experiment
205,2022,North Denmark Regional Hospital,1.984.000 DKK,Gut microbiota-derived extracellular vesicles in psychiatric disorders,Suzette Sørensen,SENIOR RESEARCHER,Experiment
206,2022,University of Copenhagen,1.943.144 DKK,Massively Parallel Detection of Neuronal Activity,Tune Pers,ASSOCIATE PROFESSOR,Experiment
207,2022,University of Copenhagen,1.924.187 DKK,White matter abnormality identification and characterization in the wild,Mostafa Mehdipour Ghazi,ASSISTANT PROFESSOR,Experiment
208,2022,Aarhus University Hospital,2.000.000 DKK,Prevention of epilepsy,Jakob Christensen,ASSOCIATE PROFESSOR,Experiment
209,2022,Mental Health Services in the Capital Region of Denmark,2.500.000 DKK,Home environment risk factors for the development of children of parents with severe mental illness.,Mette Falkenberg Krantz,CLINICAL POSTDOC,Postdocs
210,2022,Mental Health Services in the Capital Region of Denmark,2.399.582 DKK,Genetic risk and the societal cost of mental disorders,Vivek Appadurai,POSTDOC,Postdocs
211,2022,Aarhus University,2.399.998 DKK,Ultrasensitive detection using self-assembling DNA for rapid and early-stage medical diagnostics,Mette Galsgaard Malle,POSTDOC,Postdocs
212,2022,University of Copenhagen,2.397.400 DKK,High-throughput screen for increased health and function of dopamine neurons in Parkinson’s disease,Janko Kajtez,POSTDOC,Postdocs
213,2022,University of Copenhagen,1.800.000 DKK,Optical Pooled CRISPR Screening for Neurobiology,Emil Peter Thrane Hertz,POSTDOC,Postdocs
214,2022,Amager & Hvidovre Hospital,2.093.000 DKK,HIT-ing the neurometabolic targets for exercise-induced effects on cognition (HINT),Naiara Demnitz,POSTDOC,Postdocs
215,2022,Aarhus University Hospital,2.496.498 DKK,Adaptive platform for early interventions at ART initiation in HIV infection – the PEARL study,Jesper Gunst,CLINICAL POSTDOC,Postdocs
216,2022,University of Copenhagen,2.399.995 DKK,Investigating the role of specialised ribosomes in local translation in neurons,Ulku Uzun,POSTDOC,Postdocs
217,2022,University of Copenhagen,2.231.102 DKK,Cognitive decline - the role of type 2 diabetes and depression,Gunhild Tidemann Okholm,POSTDOC,Postdocs
218,2022,Rigshospitalet,2.104.793 DKK,Effect of parental physical activity on offspring energy balance and its underlying mechanisms,Paula Sanchis,POSTDOC,Postdocs
219,2022,Rigshospitalet,1.986.912 DKK,Brainstem integration of sensory information to guide neural control of appetitive behavior,Diba Borgmann,PHD STUDENT,Postdocs
220,2022,Rigshospitalet,2.400.000 DKK,Defining the mechanisms underlying intracranial pressure in headache,Connar Westgate,POSTDOC,Postdocs
221,2022,Herlev & Gentofte Hospital,2.486.317 DKK,Exploiting the immunological tumor-host reaction for improved management of biliary tract cancer,Dan Høgdall,CLINICAL POSTDOC,Postdocs
222,2022,University of Southern Denmark,2.600.551 DKK,Developing novel cellular therapies against lymphoma for future clinical use in Denmark,Mike Barnkob,CLINICAL POSTDOC,Postdocs
223,2022,University of Copenhagen,2.374.021 DKK,Elucidating the role of GDF-15 on neurological defects and the tissue cross-talk in cancer cachexia,Steffen H. Raun,PHD STUDENT,Postdocs
224,2022,University of Copenhagen,2.399.915 DKK,Dopaminergic dysfunction in parkinsonism: Role of immune-induced autophagy,Jade Degrandmaison,PHD STUDENT,Postdocs
225,2022,Herlev & Gentofte Hospital,1.490.960 DKK,Characterization and Prevention of Infectious Diseases in Childhood,Nicklas Brustad,CLINICAL POSTDOC,Postdocs
226,2022,Aarhus University,2.411.081 DKK,Oral HPV: Tackling the Next Epidemic,Lisa Caulley,CLINICAL POSTDOC,Postdocs
227,2022,University of Copenhagen,2.399.376 DKK,CRISPR integrases: from microbial defence to directed DNA integration,Arturo Carabias del Rey,POSTDOC,Postdocs
228,2022,Aarhus University,2.530.895 DKK,iPSC-based models of microglia function in Alzheimer’s disease,Kristian Juul-Madsen,POSTDOC,Postdocs
229,2022,Danish Cancer Society,2.500.000 DKK,Neuronal plasma membrane repair and its potential therapeutic outlook for neurodegeneration,Catarina Dias,POSTDOC,Postdocs
230,2022,Technical University of Denmark,2.494.512 DKK,Studying neural circuits underlying learning using spatially-confined infrared neuromodulation,Marcello Meneghetti,POSTDOC,Postdocs
231,2022,Rigshospitalet,2.500.000 DKK,Development of an unisex contraceptive through inhibition of the human sperm CatSper Ca(2+)-channel,Anders Rehfeld,CLINICAL POSTDOC,Postdocs
232,2022,Mental Health Services in the Capital Region of Denmark,2.500.000 DKK,Home environment risk factors for the development of children of parents with severe mental illness.,Mette Falkenberg Krantz,CLINICAL POSTDOC,Postdocs
233,2022,Mental Health Services in the Capital Region of Denmark,2.399.582 DKK,Genetic risk and the societal cost of mental disorders,Vivek Appadurai,POSTDOC,Postdocs
234,2022,Aarhus University,2.399.998 DKK,Ultrasensitive detection using self-assembling DNA for rapid and early-stage medical diagnostics,Mette Galsgaard Malle,POSTDOC,Postdocs
235,2022,University of Copenhagen,2.397.400 DKK,High-throughput screen for increased health and function of dopamine neurons in Parkinson’s disease,Janko Kajtez,POSTDOC,Postdocs
236,2022,University of Copenhagen,1.800.000 DKK,Optical Pooled CRISPR Screening for Neurobiology,Emil Peter Thrane Hertz,POSTDOC,Postdocs
237,2022,Amager & Hvidovre Hospital,2.093.000 DKK,HIT-ing the neurometabolic targets for exercise-induced effects on cognition (HINT),Naiara Demnitz,POSTDOC,Postdocs
238,2022,Aarhus University Hospital,2.496.498 DKK,Adaptive platform for early interventions at ART initiation in HIV infection – the PEARL study,Jesper Gunst,CLINICAL POSTDOC,Postdocs
239,2022,University of Copenhagen,2.399.995 DKK,Investigating the role of specialised ribosomes in local translation in neurons,Ulku Uzun,POSTDOC,Postdocs
240,2022,University of Copenhagen,10.000.000 DKK,Uncovering the molecular mechanisms of glycine and glutamine transport in health and disease,Azadeh Shahsavar,ASSISTANT PROFESSOR,Fellowship
241,2022,The Technical University of Denmark,10.000.000 DKK,Novel targets for cancer immunotherapy,Sunil Kumar Saini,ASSISTANT PROFESSOR,Fellowship
242,2022,University of Copenhagen,10.000.000 DKK,How the brain navigates in space and time: Roles and mechanisms of the hippocampus theta rhythms,Peter C. Petersen,POSTDOC,Fellowship
243,2022,Aarhus University,10.000.000 DKK,Trimming the fat - targeting fatty liver disease to prevent chronic kidney failure,Henricus Mutsaers,ASSISTANT PROFESSOR,Fellowship
244,2022,University of Copenhagen,10.000.000 DKK,Cell-type-specific 3D chromatin organization – from chromatin domains to whole organs,Nils Krietenstein,ASSOCIATE PROFESSOR,Fellowship
245,2022,Aarhus University & Aarhus University Hospital,10.000.000 DKK,Sub-second dopamine and serotonin signalling in the conscious human brain,Dan Bang,POSTDOC,Fellowship
246,2022,Aarhus University,10.000.000 DKK,MicroRNA metabolism in tumors: Biology and Therapeutic opportunities,Xavier Bofill De Ros,POSTDOC,Fellowship
247,2022,Herlev & Gentofte Hospital,300.000 DKK,Hendes speciale er nedsunken livmoder,Karen Ruben Husby,DOCTOR & PHD STUDENT,Talent Prize
248,2022,Aarhus University & Aarhus University Hospital,300.000 DKK,Sengevædning har store konsekvenser for børns trivsel,Cecilie Siggaard Jørgensen,DOCTOR & PHD STUDENT,Talent Prize
249,2022,Herlev & Gentofte Hospital,300.000 DKK,Han vil fange hjertesygdomme i opløbet,Mats Lassen,DOCTOR AND PHD STUDENT,Talent Prize
250,2022,Herlev & Gentofte Hospital,300.000 DKK,Han vil fange hjertesygdomme i opløbet,Mats Lassen,DOCTOR AND PHD STUDENT,Talent Prize
251,2022,"Center for Music in the Brain, Aarhus Universitet, og Center for Eudaimonia and Human Flourishing, University of Oxford.",300.000 DKK,Han bruger musik til at forstå kognitive processer,Leonardo Bonetti,POSTDOC,Talent Prize
252,2022,University of Basel & FMI,3.333.332 DKK,Silvia Arber,Silvia Arber,PROFESSOR & SENIOR INVESTIGATOR,The Brain Prize
253,2022,University of Copenhagen and Karolinska Institutet,3.333.333 DKK,Ole Kiehn,Ole Kiehn,PROFESSOR,The Brain Prize
254,2022,The Salk Institute and University of California,3.333.333 DKK,Martyn Goulding,Martyn Goulding,PROFESSOR,The Brain Prize
255,2022,Aarhus University,1.000.000 DKK,Han er ekspert i at aflure hjerneceller,Christoffer Laustsen,PROFESSOR,Young Investigator Prize
256,2022,University of Copenhagen,4.976.645 DKK,"The Young Sleep Program: patterns, mechanisms, and dynamics underlying sleep health in young adults",Naja Hulvej Rod,PROFESSOR,Ascending Investigators
257,2022,Aarhus University,4.623.383 DKK,NeuroScope: Non-invasive mapping of early cellular changes in ALS,Sune Jespersen,PROFESSOR,Ascending Investigators
258,2022,Aarhus University,5.000.000 DKK,Immune component of Parkinson's disease: vagus nerve immunomodulation,Marina Romero-Ramos,ASSOCIATE PROFESSOR,Ascending Investigators
259,2022,Aarhus University,4.999.998 DKK,Revealing roles of cullin-linked protein degradation for the development of neuromuscular disorders,Stephan Lange,ASSOCIATE PROFESSOR,Ascending Investigators
260,2022,Rigshospitalet,4.820.400 DKK,Investigation of functional features of the migraine brain.,Faisal Mohammad Amin,ASSOCIATE PROFESSOR,Ascending Investigators
261,2022,Aarhus University,4.999.720 DKK,Pubertal development and mental health,Cecilia Høst Ramlau-Hansen,PROFESSOR,Ascending Investigators
262,2022,University of Copenhagen,4.850.000 DKK,STEPS: Social cognitive Training Enhancing Pro-functional Skills in autism,Louise Birkedal Glenthøj,ASSOCIATE PROFESSOR,Ascending Investigators
263,2022,University of Southern Denmark,4.364.318 DKK,Dynamic network modelling of depression: towards personalised treatment targets,Maria Semkovska,ASSOCIATE PROFESSOR,Ascending Investigators
264,2022,The Technical University of Denmark,5.098.997 DKK,Virus-induced pulmonary neurogenic inflammation effects on antigen presentation and asthma severity,Katharina Lahl,ASSOCIATE PROFESSOR,Ascending Investigators
265,2022,Aarhus University,5.054.000 DKK,Advancing CRISPR Gene Therapy by Lipid Nanoparticles (LNP) Delivery (LNP-CRISPRs),Yonglun Luo,ASSOCIATE PROFESSOR,Ascending Investigators
266,2022,University of Copenhagen,4.999.025 DKK,Novel tool compounds for exploring the Delta receptors as neurotherapeutic targets,Lennart Bunch,PROFESSOR,Ascending Investigators
267,2022,University of Southern Denmark,20.000.000 DKK,Nybrud i arvelig epilepsi,Rikke Steensbjerre Møller,PROFESSOR,Collaborative Projects
268,2022,University of Copenhagen,39.000.000 DKK,Nyopdaget aktivitetskomponent i psykedeliske stoffer på tærsklen til paradigmeskifte,Anders A. Jensen,PROFESSOR,Collaborative Projects
269,2022,University of Copenhagen,20.000.000 DKK,Proteiners dynamik i den syge hjernes biologi,Kristian Strømgaard,PROFESSOR,Collaborative Projects
270,2022,Aarhus University,20.000.000 DKK,Nyt lys over Parkinsons sygdom,Poul Henning Jensen,PROFESSOR,Collaborative Projects
271,2022,University of Copenhagen,20.000.000 DKK,Natriumkanaler kan afsløre sygdomsveje i hjernen,Stephan Pless,PROFESSOR,Collaborative Projects
