"Country","Description","Foundation_name","Grant_size_(DKK)","Institution","Project_Category","Project_Subcategory","Receiver","Receiver_Name","Receiver_Profession","Receiver_Title","Region","Title","Unnamed: 0","Unnamed: 1","Year","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"","Udvikling og udgivelse af ny opslagsbog med ca. 150 Haptiske signaler på dansk og engelsk samt uvikling af app i tilknytning til bogen.","AUGUSTINUS",100000,"","Sociale formål","Sociale Indsatser","Foreningen Danske DøvBlinde (FDDB)","","","","","",1454,1455,2017,812,"1","2024-10-30T14:14:13.800337Z",1455,7.356,"Social Purpose","2024-10-30T14:14:13.800378Z"
"","Erhvervelse af cello Joannes Florenus Guidantus, 1738.","AUGUSTINUS",3480623,"","Anskaffelse af instrumenter","Kunst og Kultur","Augustinus Fonden","","","","","",1480,1481,2018,1652,"1","2024-11-01T12:42:43.191571Z",1481,2.719,"Culture","2024-11-01T12:42:43.191599Z"
"","Gennemførelse af særlig indsats for at løfte jazz-området i Tivoli de kommende år.","AUGUSTINUS",300000,"","Koncerter","Kunst og Kultur","Tivoli A/S","","","","","",1494,1495,2018,1436,"1","2024-10-31T14:29:02.658594Z",1495,2.916,"Culture","2024-10-31T14:29:02.658626Z"
"","Udvikling af platforme, som giver unge mennesker mulighed for at møde den klassiske musik og som giver de unge talenter mulighed for at møde et engageret publikum.","AUGUSTINUS",50000,"","Koncerter","Kunst og Kultur","Schubertselskabet","","","","","",1529,1530,2018,1579,"1","2024-11-01T12:19:05.136922Z",1530,1.635,"Culture","2024-11-01T12:19:05.136963Z"
"","Deltagelse i den internationale chorfestival EUROPA CANTAT XX – Tallinn – Estland, 27. juli – 3. august 2018.","AUGUSTINUS",40000,"","Koncerter","Kunst og Kultur","Det Kongelige Danske Musikkonservatoriums Børnekor","","","","","",1549,1550,2018,475,"1","2024-10-29T13:45:50.468610Z",1550,28.168,"Culture","2024-10-29T13:45:50.468649Z"
"","Realisering af koncerttur til Isle of Wight i maj 2018, hvor 50 børn og unge skal synge koncerter i flere kirker i Portsmouth.","AUGUSTINUS",30000,"","Koncerter","Kunst og Kultur","Vesterbro Sogn","","","","","",1582,1583,2018,796,"1","2024-10-30T14:11:23.847828Z",1583,15.234,"Culture","2024-10-30T14:11:35.623542Z"
"","Gennemførelse af 49. sommersæson af Sorø Internationale Musikfestival (Klassisk i Sorø) med 11 klassisker koncerter og 1 masterclass i 2018.","AUGUSTINUS",30000,"","Koncerter","Kunst og Kultur","Sorø Internationale Musikfestival","","","","","",1586,1587,2018,803,"1","2024-10-30T14:12:14.688009Z",1587,5.011,"Culture","2024-10-30T14:12:14.688048Z"
"","Gennemførelse af koncertsæson 2018/19
1) Barokfløjterne i centrum - Den barokke kammermusiks mesterværker
2) Tredobbelt julestemning og fortryllende oboklang
3) Barokfagotten i centrum - Den barokke kammermusiks mesterværker","AUGUSTINUS",30000,"","Koncerter","Kunst og Kultur","BaroqueAros","","","","","",1610,1611,2018,700,"1","2024-10-30T13:01:33.196605Z",1611,2.016,"Culture","2024-10-30T13:01:33.197128Z"
"","Gennemførsel af 2 koncertprojekter foråret 2018 med i alt 4 medvirkende professionelle musikere.","AUGUSTINUS",25000,"","Koncerter","Kunst og Kultur","Amatørsymfonikerne","","","","","",1636,1637,2018,1835,"1","2024-11-01T16:16:31.151735Z",1637,2.408,"Culture","2024-11-01T16:16:31.151776Z"
"","Etablering af Musikforum Frederiksberg.","AUGUSTINUS",25000,"","Koncerter","Kunst og Kultur","Musikforum Frederiksberg","","","","","",1663,1664,2018,1644,"1","2024-11-01T12:42:05.437766Z",1664,1.705,"Culture","2024-11-01T12:42:05.437809Z"
"","Gennemførelse af koncert i Tivolis koncertsal, mandag, den 18.6.2018. Forinden vil der være fire orkesterprøver, to i Danmark og to i Sverige.","AUGUSTINUS",20000,"","Koncerter","Kunst og Kultur","Kammarorkester Øresund","","","","","",1687,1688,2018,929,"1","2024-10-30T15:00:32.225650Z",1688,3.4,"Culture","2024-10-30T15:00:32.225676Z"
"","Afholdelse af koncert for at udbrede kendskabet til ny dansk kompositionsmusik den 14.10.2018.","AUGUSTINUS",20000,"","Koncerter","Kunst og Kultur","Ny Musik i Birkerød","","","","","",1706,1707,2018,1599,"1","2024-11-01T12:26:14.407798Z",1707,13.222,"Culture","2024-11-01T12:26:14.407825Z"
"","Gennemførelse af Dansk Fløjtefestival 8/11-11/11-2018.","AUGUSTINUS",15000,"","Koncerter","Kunst og Kultur","Dansk Fløjte festival","","","","","",1738,1739,2018,1155,"1","2024-10-31T09:20:53.409423Z",1739,2.25,"Culture","2024-10-31T09:20:53.409466Z"
"","Rene Eespere 65 år - Jubilæumskoncert for den estiske komponist i Rundetårns Bibliotekssal torsdag den
13. december 2018 kl. 19.","AUGUSTINUS",15000,"","Koncerter","Kunst og Kultur","CRAS Ensemble","","","","","",1747,1748,2018,318,"1","2024-10-28T14:55:10.604726Z",1748,6.022,"Culture","2024-10-28T14:55:10.604759Z"
"","Opførelse af Frans Schubert Messe i Es-dur i efteråret 2018.","AUGUSTINUS",13780,"","Koncerter","Kunst og Kultur","Rudersdal Koret","","","","","",1750,1751,2018,784,"1","2024-10-30T14:02:11.234473Z",1751,3.103,"Culture","2024-10-30T14:02:11.234502Z"
"","Gennemførsel af dansk/japansk koncertprojekt i samarbejde med Aarhus Domkirke i sommeren 2018.","AUGUSTINUS",10000,"","Koncerter","Kunst og Kultur","AUT - Aarhus Unge Tonekunstnere","","","","","",1762,1763,2018,1351,"1","2024-10-31T11:14:56.031161Z",1763,6.297,"Culture","2024-10-31T11:14:56.031189Z"
"","Ansøgning om støtte til indspilning af to udgivelser med musik af Brahms, Schnittke og Gubaidulina.","AUGUSTINUS",30000,"","Musikudgivelser","Kunst og Kultur","Carl-Oscar Østerlind","","","","","",1797,1798,2018,396,"1","2024-10-29T11:20:54.670357Z",1798,5.714,"Culture","2024-10-29T11:20:54.670386Z"
"","Dækning af udgifter ved klassisk CD-udgivelse: Musik af J.S. Bach - Santiago Gutiérrez Bolio & Matias Seibæk.","AUGUSTINUS",25000,"","Musikudgivelser","Kunst og Kultur","Santiago Gutiérrez Bolio","","","","","",1800,1801,2018,1289,"1","2024-10-31T10:20:42.296479Z",1801,2.145,"Culture","2024-10-31T10:20:42.296508Z"
"","Indspilning af sange af komponist Sven Erik Werner med tenor Michael Kristensen og pianist Erik Kaltoft.","AUGUSTINUS",20000,"","Musikudgivelser","Kunst og Kultur","Michael Kristensen","","","","","",1802,1803,2018,1319,"1","2024-10-31T10:58:20.543957Z",1803,1.545,"Culture","2024-10-31T10:58:20.543983Z"
"","Indspilning af de samlede vœrker for violinsolo og violin/klaver af Carl Nielsen på Naxos. Inkluderet er tre første-indspilninger af ungdomsvœrkerne (tidlig sonate og to romancer).","AUGUSTINUS",20000,"","Musikudgivelser","Kunst og Kultur","Hasse Borup","","","","","",1803,1804,2018,1476,"1","2024-11-01T10:29:39.784535Z",1804,413.235,"Culture","2024-11-01T10:29:39.784559Z"
"","Skabelse og gennemførelse af projekt Livets Vand. Et tværæstetisk kunstprojekt som følger vandets veje.","AUGUSTINUS",100000,"","Teater og skuespil","Kunst og Kultur","Hakkehuset performance og voicelab","","","","","",1816,1817,2018,809,"1","2024-10-30T14:12:38.896091Z",1817,3.19,"Culture","2024-10-30T14:12:38.896130Z"
"","Støtte til forestillingen Danmarks Magtelite. Et tværkunstnerisk projekt mellem Grummes Teater, Ålborg Teater og billedkunstner Kathrine Ærtebjerg. Forestillingen får premiere på Ålborg Teater og turnérer derefter rundt i hele landet.","AUGUSTINUS",64000,"","Teater og skuespil","Kunst og Kultur","Grummes Teater","","","","","",1820,1821,2018,1854,"1","2024-11-01T16:23:01.615401Z",1821,7.571,"Culture","2024-11-01T16:23:01.615442Z"
"","Til produktion af SPIL DØD vol. 7-12 om børn og angst, hvor dans møder ny-komponeret musik og ny dansk dramatik.","AUGUSTINUS",50000,"","Teater og skuespil","Kunst og Kultur","Hvid støj sceneproduktion","","","","","",1821,1822,2018,483,"1","2024-10-29T13:54:03.850709Z",1822,5.332,"Culture","2024-10-29T13:54:03.850756Z"
"","Støtte til residens ophold på HET LAB, Cultuurcentrum Hasselt i Belgien den 10. – 20. januar 2019 med efterfølgende deltagelse i Krokus Festivalen den 27. februar – 7. marts 2019.","AUGUSTINUS",13710,"","Dans","Kunst og Kultur","My Lindblad Szlavik","","","","","",1849,1850,2018,1800,"1","2024-11-01T15:10:55.076669Z",1850,2.264,"Culture","2024-11-01T15:10:55.076708Z"
"","Udgivelse af rigt illustreret monografi om den grønlandske kunstner Aka Høegh, med tekst af kulturchef, mag.art. Tine Blicher-Moritz.","AUGUSTINUS",50000,"","Litteratur","Kunst og Kultur","Milik Publishing aps","","","","","",1893,1894,2018,130,"1","2024-10-28T13:33:39.868336Z",1894,3.177,"Culture","2024-10-28T13:33:39.868377Z"
"","Støtte til udgivelsen af bogen ""Konfliktzonen Danmark - stridende fortællinger om dansk historie"".","AUGUSTINUS",30000,"","Litteratur","Kunst og Kultur","Gads Forlag","","","","","",1900,1901,2018,1037,"1","2024-10-31T07:45:22.996427Z",1901,2.113,"Culture","2024-10-31T07:45:22.996456Z"
"","Udgivelse af ""Tidsskriftet Grønland"".","AUGUSTINUS",25000,"","Litteratur","Kunst og Kultur","Det Grønlandske Selskab","","","","","",1904,1905,2018,368,"1","2024-10-29T11:02:25.790298Z",1905,5.7,"Culture","2024-10-29T11:02:25.790343Z"
"","Integreret kunstprojekt af Nicolai Howalt på Kong Christian X's Gigthospital i Sønderborg.","AUGUSTINUS",400000,"","Kunstudstillinger og design","Kunst og Kultur","Gigtforeningen","","","","","",1917,1918,2018,1792,"1","2024-11-01T14:57:01.995570Z",1918,1.831,"Culture","2024-11-01T14:57:01.995621Z"
"","Støtte til ’Rita Kernn-Larsen – iscenesat af Kirstine Roepstorff’ på Gl. Holtegaard og Kunsten Museum of Modern Art Aalborg","AUGUSTINUS",1000000,"","Museer og kulturarv","Kunst og Kultur","Gl. Holtegaard","","","","","",1960,1961,2018,1578,"1","2024-11-01T12:19:03.318948Z",1961,1.937,"Culture","2024-11-01T12:19:03.318990Z"
"","Erhvervelse af tegninger af J.F.Willumsen på auktioner i 2018.","AUGUSTINUS",75000,"","Museer og kulturarv","Kunst og Kultur","Victor Petersens Willumsen-samling","","","","","",1994,1995,2018,488,"1","2024-10-29T14:19:04.332747Z",1995,77.927,"Culture","2024-10-29T14:19:04.332794Z"
"","Færdiggørelse af en renovering af Daugbjerg Vandmølle fra 1611 med installering af en kværnenhed på møllehjulsakslen.","AUGUSTINUS",150000,"","Bevaring af bygningsværker","Kunst og Kultur","Støtteforeningen for Daugbjerg Minilandsby","","","","","",2009,2010,2018,759,"1","2024-10-30T13:54:56.889254Z",2010,3.334,"Culture","2024-10-30T13:54:56.889280Z"
"","At undersøge forekomsten og forløbet af non-alkoholisk fedtlever (NAFLD) blandt overvægtige personer med type 2 diabetes.","AUGUSTINUS",500000,"","Sygdomsforskning","Viden & Uddannelse","Hvidovre Hospital, Gastroenheden","","","","","",2048,2049,2018,296,"1","2024-10-28T14:50:44.192439Z",2049,10.952,"Research and Science","2024-10-28T14:50:44.192491Z"
"","Udgivelse af det videnskabelige tidsskrift Torture Journal for at give klinikere indsigt i, hvordan man bedst kan behandle de psykiske og fysiske konsekvenser af tortur.","AUGUSTINUS",200000,"","Humanitære formål","Sociale Indsatser","IRCT","","","","","",2150,2151,2018,674,"1","2024-10-30T12:34:37.343873Z",2151,15.463,"Health","2024-10-30T12:34:37.343919Z"
"","Afholdelse af fire gratis eftermiddagskoncerter med den bedste danske jazz i Kongens Have under Copenhagen Jazz Festival 2020.","AUGUSTINUS",100000,"","Koncerter","Kunst og Kultur","Copenhagen Jazz Festival Fonden","","","","","",2176,2177,2019,1772,"1","2024-11-01T14:52:07.300837Z",2177,1.502,"Culture","2024-11-01T14:52:07.300875Z"
"","Realisering af en koncertrække i Store Tårn på Christiansø i 2019.","AUGUSTINUS",75000,"","Koncerter","Kunst og Kultur","Christiansø Administration","","","","","",2180,2181,2019,1497,"1","2024-11-01T10:34:25.548536Z",2181,1.15,"Culture","2024-11-01T10:34:25.548563Z"
"","Afholdelse af koncerten “Syng Norden Sammen”, der afslutter Aarhus Festuges projekt Stemmer Bygger Bro. Koncerten afholdes i Aarhus og præsenterer en række kor i verdensklasse i 2019.","AUGUSTINUS",75000,"","Koncerter","Kunst og Kultur","Foreningen NORDEN","","","","","",2181,2182,2019,1833,"1","2024-11-01T16:16:25.453422Z",2182,1.345,"Culture","2024-11-01T16:16:25.455195Z"
"","Opførelsen af J. S. Bachs Johannespassion ved Kammerkoret Camerata i påsken 2020.","AUGUSTINUS",75000,"","Koncerter","Kunst og Kultur","Kammerkoret Camerata","","","","","",2191,2192,2019,220,"1","2024-10-28T14:35:06.573140Z",2192,4.974,"Culture","2024-10-28T14:35:06.573168Z"
"","Gennemførelse af en koncertrække med syv kammermusikkoncerter i 2020.","AUGUSTINUS",35000,"","Koncerter","Kunst og Kultur","Bornholms Musikforening v/Tonny Kofoed","","","","","",2267,2268,2019,926,"1","2024-10-30T15:00:23.197601Z",2268,2.193,"Culture","2024-10-30T15:00:23.197630Z"
"","Gennemførelse af koncertturné til Ebeltoft sommer 2019.","AUGUSTINUS",30000,"","Koncerter","Kunst og Kultur","Lyngby-Taarbæk Symfoniorkester","","","","","",2286,2287,2019,1839,"1","2024-11-01T16:16:39.735476Z",2287,1.693,"Culture","2024-11-01T16:16:39.735516Z"
"","Gennemførelse af Copenhagen Phils optræden for sammenslutningen af europæiske advokatsamfund, CCBE, i anledning af Advokatsamfundets 100-års jubilæum i 2019.","AUGUSTINUS",30000,"","Koncerter","Kunst og Kultur","Advokatsamfundet","","","","","",2309,2310,2019,1950,"1","2024-11-04T11:18:46.110300Z",2310,3.293,"Culture","2024-11-04T11:18:46.110341Z"
"","Gennemførelse af Sommerkoncerter i Fredensborg Slotskirke 2020. 4 onsdage i juli måned kl. 17.30- 18.15.","AUGUSTINUS",20000,"","Koncerter","Kunst og Kultur","Asminderød Kirkes Menighedsråd","","","","","",2407,2408,2019,357,"1","2024-10-29T10:59:42.439699Z",2408,5.201,"Culture","2024-10-29T10:59:42.439728Z"
"","Gennemførelse af ARCO’s koncerter i Sorgenfri Kirke og Tivolis Koncertsal i maj 2019.","AUGUSTINUS",15000,"","Koncerter","Kunst og Kultur","Arco - Kammerorkestret af 1992","","","","","",2422,2423,2019,620,"1","2024-10-30T12:13:26.787038Z",2423,8.538,"Culture","2024-10-30T12:13:26.787064Z"
"","Realisering og gennemførelse af koncertprojektet DUO III i 2020.","AUGUSTINUS",15000,"","Koncerter","Kunst og Kultur","Aarhus Unge Tonekunstnere","","","","","",2439,2440,2019,747,"1","2024-10-30T13:53:36.250639Z",2440,2.957,"Culture","2024-10-30T13:53:36.250666Z"
"","Støtte til Akademisk Kor Århus til dirigentløn ifm. CD-produktionen af værket  Lotusøje. Indspilningerne vil foregå i februar og marts 2020.","AUGUSTINUS",15000,"","Koncerter","Kunst og Kultur","Akademisk Kor Århus","","","","","",2440,2441,2019,132,"1","2024-10-28T13:33:58.832327Z",2441,10.953,"Culture","2024-10-28T13:33:58.832357Z"
"","Gennemførelse af ""Det næste Skridt - en vandring med sorgen"". Et musikalsk kunstværk der skal skabes
og opføres i perioden  medio sept 2019 - medio juli 2020.","AUGUSTINUS",35000,"","Musikudgivelser","Kunst og Kultur","Hospice Djursland","","","","","",2489,2490,2019,1379,"1","2024-10-31T12:26:29.585013Z",2490,3.24,"Culture","2024-10-31T12:26:29.585052Z"
"","Indspilning af CD ,solo guitar med spansk og latinoamerikansk repertoire med twist af Bach.","AUGUSTINUS",20000,"","Musikudgivelser","Kunst og Kultur","Bozena Wetchacz","","","","","",2501,2502,2019,1832,"1","2024-11-01T16:16:23.841086Z",2502,2.017,"Culture","2024-11-01T16:16:23.841118Z"
"","Gennemførelse af Opera på Endelave d. 07.07. 2019.","AUGUSTINUS",25000,"","Musikdramatik, opera","Kunst og Kultur","Sommer på Endelave","","","","","",2589,2590,2019,1315,"1","2024-10-31T10:58:08.063667Z",2590,1.409,"Culture","2024-10-31T10:58:08.063696Z"
"","Fremstilling af dansk forskningsbog om det moderne gennembruds oversete kropslige aspekt set i lyset af den i sin tid verdensberømte, men i dag næsten glemte danske gymnastikpioner J.P. Müller.","AUGUSTINUS",80000,"","Litteratur","Kunst og Kultur","Syddansk Universitetsforlag","","","","","",2606,2607,2019,535,"1","2024-10-29T14:27:01.189803Z",2607,18.402,"Culture","2024-10-29T14:27:01.189848Z"
"","Genudgivelse i faksimile af Kasper Heibergs vægtige farveteoretiske udgivelse ""Den europæiske palet"" fra 1975.","AUGUSTINUS",50000,"","Litteratur","Kunst og Kultur","Forlaget Vandkunsten","","","","","",2618,2619,2019,151,"1","2024-10-28T13:39:54.726805Z",2619,3.156,"Culture","2024-10-28T13:39:54.726833Z"
"","Gennemførelse af forprojekt til bog om korsangens historie i Danmark. Planlagt at hænge sammen med en antologi med forskellige indgange til korsang i Danmark samt evt. en registrant.","AUGUSTINUS",40000,"","Litteratur","Kunst og Kultur","Steen Chr. Steensen","","","","","",2631,2632,2019,1210,"1","2024-10-31T09:50:01.346887Z",2632,1.824,"Culture","2024-10-31T09:50:01.346919Z"
"","Udgivelse af bogen ""Om levende blev hvert træ i skov - et portræt af Jægersborg Kirkes orgel"".","AUGUSTINUS",20000,"","Litteratur","Kunst og Kultur","Jægersborg Kirke","","","","","",2644,2645,2019,1019,"1","2024-10-30T15:19:18.179269Z",2645,1.745,"Culture","2024-10-30T15:19:18.179295Z"
"","Realisering af Anna Ancher film til udstillingbrug og tv-visning i forbindelse med Skagens Kunstmuseers & SMKs 2020-udstilling om Anna Ancher.","AUGUSTINUS",250000,"","Film","Kunst og Kultur","Thin Green Line Productions","","","","","",2647,2648,2019,1742,"1","2024-11-01T14:36:18.562802Z",2648,3.587,"Culture","2024-11-01T14:36:18.562840Z"
"","Realisering af sidste planlagte granitskulptur udført af Poul Isbak til Egmont Kollegiets forplads.","AUGUSTINUS",500000,"","Kunstudstillinger og design","Kunst og Kultur","Egmont H. Petersens Kollegium","","","","","",2655,2656,2019,331,"1","2024-10-29T10:50:38.998840Z",2656,162.491,"Culture","2024-10-29T10:50:38.998872Z"
"","Gennemførelse af KE19 i Den Frie Udstillingsbygning i København.","AUGUSTINUS",40000,"","Kunstudstillinger og design","Kunst og Kultur","Kunstnernes Efterårsudstilling","","","","","",2699,2700,2019,960,"1","2024-10-30T15:11:49.768949Z",2700,2.279,"Culture","2024-10-30T15:11:49.768985Z"
"","Realisering af udstillingsprojektet 'SAXBO 90' om SAXBO stentøj og glasurmesteren Nathalie Krebs i perioden 14. september - 24. november 2019.","AUGUSTINUS",35000,"","Kunstudstillinger og design","Kunst og Kultur","Gammelgaard","","","","","",2702,2703,2019,1450,"1","2024-10-31T14:31:13.884689Z",2703,3.626,"Culture","2024-10-31T14:31:13.884728Z"
"","Realisering af signaturudstillingen Det Grønne Museums Danmarkshistorie 2020-1950.","AUGUSTINUS",2000000,"","Museer og kulturarv","Kunst og Kultur","Det Grønne Museum","","","","","",2730,2731,2019,1321,"1","2024-10-31T10:58:28.212435Z",2731,4.37,"Culture","2024-10-31T10:58:28.212462Z"
"","Gennemførelse af udstillingsprojektet 'Det eventyrlig loft'  på De Kulturhistoriske Museer i Holstebro, hvor
man med luftfotoarkæologien kan lære mere om vikingernes hverdagsliv på randen af Nordsørummet.","AUGUSTINUS",900000,"","Museer og kulturarv","Kunst og Kultur","De Kulturhistoriske Museer i Holstebro kommu","","","","","",2739,2740,2019,356,"1","2024-10-29T10:59:37.039982Z",2740,3.593,"Culture","2024-10-29T10:59:37.040014Z"
